Date,Close,High,Low,Change,CMP
2018-07-23,-1.0111150950161283,0.5019720329867335,-1.828612405880244,2.3305844388669774,1380.4000
2018-07-20,1.4476938745817032,1.8478102720791572,0.10548523206751385,1.953295504146671,1394.5000
2018-07-19,-2.992237120677494,1.0162314749470778,-4.163726182074806,5.179957657021884,1374.6000
2018-07-18,0.47151416315099737,2.024320204204643,-0.25880100684226354,2.2831212110469066,1417.0000
2018-07-17,Infinity,Infinity,Infinity,Infinity,1410.3500
2018-07-16,-100.0,-100.0,-100.0,200.0,0.0000
2018-07-13,0.03848172118243516,1.654714010844855,-0.7136610110197688,2.368375021864624,1429.8000
2018-07-12,-1.0899653979238755,0.2698961937716326,-2.000000000000006,2.269896193771639,1429.2500
2018-07-11,3.7739236597364325,4.452583575711875,0.03949872526840852,4.492082300980284,1445.0000
2018-07-10,0.7889689117295857,1.4295537620788246,0.2786725055191731,1.7082262675979978,1392.4500
2018-07-09,1.216161764167179,1.791274405655888,-0.19780944356936483,1.989083849225253,1381.5500
2018-07-06,1.1786071680071228,1.478818427782517,-0.17419665690670538,1.6530150846892222,1364.9500
2018-07-05,-0.7686649503493964,0.7061419639573306,-1.2725266642147814,1.978668628172112,1349.0500
2018-07-04,-0.5122575923893158,0.395170142700336,-1.200146359312118,1.595316502012454,1359.5000
2018-07-03,1.6930232558139535,2.213953488372093,-0.9376744186046443,3.1516279069767372,1366.5000
2018-07-02,0.6780549936315242,1.3710946280062901,-0.9627631677530634,2.3338577957593536,1343.7500
2018-06-29,3.8757879990660715,4.288271460814064,0.5837030119075414,4.871974472721606,1334.7000
2018-06-28,-3.499812241832513,-0.03755163349605708,-3.856552760045055,3.894104393541112,1284.9000
2018-06-27,-1.3009154590267191,0.6041288313998807,-2.479522627033842,3.0836514584337227,1331.5000
2018-06-26,0.45422391004876644,1.1467292155329583,-0.703674745895234,1.8504039614281922,1349.0500
2018-06-25,1.8505176140457391,2.233514087444545,0.0037920442910738712,2.2373061317356187,1342.9500
2018-06-22,-0.3401232001813991,0.2985525868258982,-1.485204640792099,1.7837572276179972,1318.5500
2018-06-21,0.17414347908385044,0.8820745788377885,-0.4656445201590075,1.347719098996796,1323.0500
2018-06-20,0.8475546901843933,2.011987935708006,0.21761539342571748,2.229603329133724,1320.7500
2018-06-19,1.068837783608592,2.0180583423367873,-0.6829757678654044,2.7010341102021918,1309.6500
2018-06-18,-0.6707293702809398,0.14947683109118437,-1.2533057376106633,1.4027825687018476,1295.8000
2018-06-15,1.3400139827546027,2.2294725394236035,0.2213936145420754,2.450866153965679,1304.5500
2018-06-14,0.5546008436181775,1.1482580846742731,-1.320106233401038,2.468364318075311,1287.3000
2018-06-13,0.17998278425541547,1.510290320056339,-0.3795289146255682,1.8898192346819072,1280.2000
2018-06-12,4.22902817992742,4.685779535908001,-0.004078137106965827,4.689857673014966,1277.9000
2018-06-11,-0.5152547874066972,0.6978253813696778,-0.9939954560207724,1.6918208373904502,1226.0500
2018-06-08,1.7839444995044713,3.233399405351841,0.02064750578130162,3.2540469111331425,1232.4000
2018-06-07,1.5345911949685498,2.180293501048218,0.088050314465405,2.2683438155136226,1210.8000
2018-06-06,2.7043320988717676,3.259839807079506,-2.0497803806734956,5.309620187753001,1192.5000
2018-06-05,-3.5511068654732734,1.2999958466586445,-5.40349711342775,6.703492960086394,1161.1000
2018-06-04,-0.7584188615473432,0.729565970075441,-1.4014261572070401,2.130992127282481,1203.8500
2018-06-01,-1.9440627273462094,1.1761377414922143,-2.5907363996443262,3.7668741411365403,1213.0500
2018-05-31,-0.09287300625884037,1.4334746618211185,-0.9771855441146707,2.4106602059357893,1237.1000
2018-05-30,0.8839824018249884,2.4034544565748734,-0.1873879745804287,2.590842431155302,1238.2500
2018-05-29,1.580733261607228,3.0207729868410165,-0.02482827112471692,3.045601257965733,1227.4000
2018-05-28,-1.979394824369278,0.5110732538330457,-2.4012330656283063,2.912306319461352,1208.3000
2018-05-25,3.159127996987322,3.9374032386292273,0.046027030419679024,3.983430269048906,1232.7000
2018-05-24,-0.4954617370305642,2.1025897243733866,-1.2157548505287814,3.3183445749021683,1194.9500
2018-05-23,2.6892983881311765,4.2370345033990295,-0.6712557185001613,4.908290221899191,1200.9000
2018-05-22,0.5113880532874986,1.229050279329605,-0.26643747314137595,1.4954877524709809,1169.4500
2018-05-21,0.9851147854011986,1.7445645098294413,-1.3713492166818715,3.115913726511313,1163.5000
2018-05-18,-2.7680492847799445,0.514789653571873,-3.2870585256761924,3.8018481792480654,1152.1500
2018-05-17,1.4903002012761843,1.8757226671234715,-0.4325296561175072,2.308252323240979,1184.9500
2018-05-16,2.0318098400769027,3.1853534912173425,-0.6510530455300223,3.836406536747365,1167.5500
2018-05-15,-0.8018724806033548,2.466299683585458,-1.846473928308262,4.31277361189372,1144.3000
2018-05-14,-2.522393104613836,0.8534730437721741,-3.14770998816968,4.001183031941855,1153.5500
2018-05-11,0.663490983327678,2.1605988431439345,0.1616195985028999,2.3222184416468346,1183.4000
2018-05-10,-1.4130571512432502,1.639481739276276,-1.88687156694201,3.5263533062182857,1175.6000
2018-05-09,1.1322194894411108,2.1965906199643874,0.11449410567383059,2.311084725638218,1192.4500
2018-05-08,3.3572931276297298,3.7868162692847167,-0.07012622720897217,3.856942496493689,1179.1000
2018-05-07,-1.7017793287665333,0.8961268364137772,-3.597432251949507,4.493559088363284,1140.8000
2018-05-04,-5.226409701523008,-0.08574578416560814,-5.863378383896121,5.949124168061729,1160.5500
2018-05-03,0.7694206714943967,1.8762343647136235,-1.7239960500329201,3.6002304147465436,1224.5500
2018-05-02,-1.8258200032315326,0.3716270803037758,-2.601389562126357,2.973016642430133,1215.2000
2018-04-30,3.2661744462520215,3.6582822341801116,-0.3921077879280895,4.050390022108201,1237.8000
2018-04-27,-1.536123547048903,0.9036020864993635,-2.2261469585575155,3.129749045056879,1198.6500
2018-04-26,-0.9116438077408364,2.55178869398886,-2.397134833747104,4.948923527735964,1217.3500
2018-04-25,2.034799219301524,3.6460279888709013,-0.639508326066197,4.285536314937098,1228.5500
2018-04-24,0.06232859636000998,1.7161140197789488,-1.6039225463309197,3.3200365661098683,1204.0500
2018-04-23,5.298621745788664,8.903959746226208,-0.23627215051411468,9.140231896740323,1203.3000
2018-04-20,3.0990617105737917,3.6358715265247157,-0.4826777336701674,4.118549260194883,1142.7500
2018-04-19,4.138676187344406,4.35946822004041,0.17851270728614563,4.537980927326555,1108.4000
2018-04-18,-0.648744516008592,0.718752917016713,-1.2788201250816806,1.9975730420983937,1064.3500
2018-04-17,-0.037323877950927585,1.2363534571241952,-0.6205094709340385,1.8568629280582338,1071.3000
2018-04-16,-0.17697466467957002,0.2701192250372663,-2.1842399403874646,2.454359165424731,1071.7000
2018-04-13,0.345826712776878,1.8786802504906914,0.009346667912880554,1.888026918403572,1073.6000
2018-04-12,2.6184538653366762,3.5536159600997688,-0.15346249760213976,3.7070784577019085,1069.9000
2018-04-11,0.8951468524701215,1.2580442250931438,-0.7741810615957808,2.0322252866889245,1042.6000
2018-04-10,-0.8301343570057669,1.1516314779270633,-1.1516314779270633,2.3032629558541267,1033.3500
2018-04-09,1.698223697052517,2.1764591059926004,0.10735896935390754,2.283818075346508,1042.0000
2018-04-06,0.4214446731353479,1.440752719788302,-1.0095070077428163,2.4502597275311184,1024.6000
2018-04-05,1.6944084521080434,2.4618758098275735,1.1113326024120493,3.573208412239623,1020.3000
2018-04-04,-0.139345078132785,3.5134866129192748,-0.6668657310640037,4.180352343983278,1003.3000
2018-04-03,0.26445786138417154,0.7534554163963942,-0.7883838131829727,1.541839229579367,1004.7000
2018-04-02,1.694829248490377,2.4001623788501525,0.12178413761606859,2.521946516466221,1002.0500
2018-03-28,-2.174236783320921,1.1665425663936462,-2.859270290394634,4.0258128567882805,985.3500
2018-03-27,3.0592929861359774,3.3406660868675475,-0.3171842226428631,3.6578503095104105,1007.2500
2018-03-26,1.1854229216275025,1.4597784449736022,0.04141215446733381,1.501190599440936,977.3500
2018-03-23,-2.6555807508188485,-1.2396069538926635,-3.668430335097,4.9080372889896635,965.9000
2018-03-22,-0.17103476029981846,1.0111172594194833,-0.5935912269228926,1.6047084863423757,992.2500
2018-03-21,0.8830246130423797,2.6490738391271273,0.33494037046434455,2.984014209591472,993.9500
2018-03-20,0.6178513071895377,1.1795343137254855,-2.3437500000000044,3.52328431372549,985.2500
2018-03-19,-3.3127622809182875,0.5035793631202194,-3.6188595408541078,4.122438903974327,979.2000
2018-03-16,-2.399653062207882,0.8914373825471016,-3.936780224545862,4.828217607092964,1012.7500
2018-03-15,2.7071166980105055,3.7315648817183065,-0.13362367613579224,3.8651885578540988,1037.6500
