Date,Close,High,Low,Change
2018-05-21,4.815409309791332,7.0090957731407135,1.337613697164259,8.346709470304972
2018-05-18,-2.197802197802192,0.6802721088435434,-2.9304029304029275,3.610675039246471
2018-05-17,0.4731861198738201,3.3123028391167257,-0.9463722397476252,4.258675078864351
2018-05-16,-2.261048304213775,-0.10277492291880198,-4.573484069886951,4.676258992805753
2018-05-15,-1.9647355163727989,2.216624685138542,-2.5692695214105767,4.785894206549118
2018-05-14,-0.75,2.75,-1.5999999999999945,4.349999999999994
2018-05-11,0.0,1.2000000000000028,-1.900000000000006,3.1000000000000085
2018-05-10,-3.1945788964181965,0.7744433688286516,-3.6786060019361058,4.453049370764758
2018-05-09,-1.2428298279158674,0.3824091778202731,-2.294455066921598,2.6768642447418713
2018-05-08,2.2482893450635357,4.985337243401768,-2.05278592375366,7.038123167155428
2018-05-07,2.0958083832335275,3.74251497005988,0.7984031936127716,4.540918163672652
2018-05-04,-0.9391992090954057,2.5210084033613414,-1.9278299555116192,4.44883835887296
2018-05-03,-0.34482758620689097,1.2807881773398988,-1.57635467980295,2.8571428571428488
2018-05-02,-2.4507448342143174,1.0571840461316757,-3.5079288803459794,4.565112926477655
2018-04-30,2.0098039215686248,3.137254901960787,0.539215686274507,3.676470588235294
2018-04-27,3.658536585365848,6.5040650406503975,0.6097560975609698,7.113821138211367
2018-04-26,1.1305241521068947,1.7985611510791366,-0.9249743062692616,2.7235354573483983
2018-04-25,-3.7110341415141024,-0.09896091044037042,-4.106877783275598,4.205838693715968
2018-04-24,-1.4146341463414662,0.585365853658531,-1.804878048780482,2.390243902439013
2018-04-23,0.14655593551539395,1.6121152906692777,-2.344894968246206,3.9570102589154836
2018-04-20,-6.18698441796517,-0.36663611365718746,-7.241063244729598,7.607699358386785
2018-04-19,0.04585052728106113,1.2379642365887285,-0.8253094910591393,2.063273727647868
2018-04-18,-0.7282658170232109,2.1392808375056975,-1.274465179790616,3.4137460172963134
2018-04-17,-0.40797824116047404,2.0852221214868516,-0.9066183136899365,2.991840435176788
2018-04-16,-0.675371454299865,0.3601981089599331,-2.4763619990995047,2.836560108059438
2018-04-13,0.6799637352674524,2.5385312783318197,0.09066183136900138,2.629193109700821
2018-04-12,-1.8246550956831304,0.7120605251446475,-2.581219403649303,3.2932799287939503
2018-04-11,-2.769363911726528,0.0865426222414613,-3.5049762007788807,3.591518823020342
2018-04-10,-0.4308487720809996,2.283498492029303,-1.5941404566996935,3.8776389487289964
2018-04-09,2.608311229000887,3.669319186560571,-0.9725906277630366,4.641909814323608
2018-04-06,1.8001800180018002,2.5202520252025304,-2.7002700270027007,5.220522052205231
2018-04-05,7.394876752054123,9.13484775253746,1.643305944900921,10.778153697438382
2018-04-04,-3.9461467038068707,1.4856081708449342,-4.317548746518111,5.8031569173630455
2018-04-03,2.914476827520303,4.730052556139501,0.7166746297181079,5.446727185857609
2018-04-02,1.062288749396435,1.5934331240946458,-1.6900048285852245,3.2834379526798703
2018-03-28,-1.6619183285849954,1.899335232668566,-2.2792022792022713,4.178537511870838
2018-03-27,3.1847133757961785,5.193532582067611,-0.2449779519843214,5.438510534051932
2018-03-26,4.72036942021549,5.233453052847608,-2.411493073370968,7.644946126218576
2018-03-23,-4.787493893502679,-2.931118710307768,-5.959941377625789,8.891060087933557
2018-03-22,-1.2065637065637065,1.1100386100386157,-2.220077220077217,3.330115830115833
2018-03-21,2.87984111221449,4.121151936444877,1.3902681231380252,5.511420059582902
2018-03-20,0.29880478087649115,1.9422310756971997,-3.8844621513944277,5.826693227091628
2018-03-19,-3.4615384615384563,1.8269230769230822,-5.096153846153843,6.923076923076925
2018-03-16,0.28929604628736466,3.5197685631629616,-1.4946962391513954,5.014464802314357
2018-03-15,0.6307617661329508,2.7171276079572997,-1.0189228529839855,3.7360504609412852
2018-03-14,0.8810572687224585,2.104747919725885,-4.062652961331381,6.167400881057265
