Date,Close,High,Low,Change,CMP
2018-05-25,0.7879656160458413,2.2922636103151985,-2.1489971346704873,4.441260744985685,70.3500
2018-05-24,2.6470588235294077,4.191176470588227,-5.07352941176471,9.264705882352937,69.8000
2018-05-23,-7.230559345156886,1.568894952251031,-7.912687585266026,9.481582537517056,68.0000
2018-05-22,11.060606060606057,12.424242424242427,1.893939393939394,14.318181818181822,73.3000
2018-05-21,5.939004815409315,9.951845906902092,0.32102728731942676,10.272873194221518,66.0000
2018-05-18,0.9724473257698448,5.3484602917341935,-1.944894651539713,7.293354943273906,62.3000
2018-05-17,3.436714165968155,5.364626990779552,-1.2573344509639566,6.621961441743508,61.7000
2018-05-16,-3.7126715092816855,-1.2913640032284168,-5.246166263115415,6.537530266343833,59.6500
2018-05-15,-4.32432432432432,-1.5444015444015444,-6.100386100386105,7.64478764478765,61.9500
2018-05-14,-2.411454408440082,0.3767897513187642,-3.466465712132626,3.8432554634513902,64.7500
2018-05-11,0.8358662613981721,3.1914893617021405,-0.15197568389056887,3.3434650455927093,66.3500
2018-05-10,-6.864826610049551,-0.07077140835104227,-7.289455060155705,7.360226468506747,65.8000
2018-05-09,2.5399129172714074,3.4833091436864896,-1.233671988388982,4.716981132075471,70.6500
2018-05-08,0.9523809523809608,2.124542124542129,-2.417582417582426,4.542124542124554,68.9000
2018-05-07,5.7319907048799426,7.591014717273441,-1.1618900077459333,8.752904725019373,68.2500
2018-05-04,0.78064012490242,5.230288836846228,-0.8587041373926576,6.088992974238885,64.5500
2018-05-03,-3.539156626506037,-1.5813253012048363,-4.5180722891566365,6.099397590361473,64.0500
2018-05-02,-5.142857142857134,4.571428571428576,-6.142857142857139,10.714285714285715,66.4000
2018-04-30,4.947526236881554,6.521739130434774,-0.5247376311844205,7.046476761619195,70.0000
2018-04-27,3.491078355314197,7.602792862684238,0.4654771140418885,8.068269976726127,66.7000
2018-04-26,-3.949329359165412,-0.8941877794336728,-4.396423248882249,5.290611028315921,64.4500
2018-04-25,-2.9645697758496183,-0.6507592190889412,-4.121475054229947,4.7722342733188885,67.1000
2018-04-24,0.7283321194464675,4.1514930808448565,-0.4369992716678971,4.588492352512754,69.1500
2018-04-23,1.4781966001478195,3.030303030303026,-0.5912786400591362,3.621581670362162,68.6500
2018-04-20,1.7293233082706854,3.308270676691734,-0.7518796992481203,4.0601503759398545,67.6500
2018-04-19,-5.606813342796313,0.638750887154014,-6.88431511710434,7.523066004258355,66.5000
2018-04-18,-4.797297297297294,0.6756756756756757,-5.0675675675675675,5.743243243243243,70.4500
2018-04-17,1.9283746556473909,3.3057851239669507,0.13774104683196767,3.4435261707989184,74.0000
2018-04-16,-0.06882312456987111,0.8258774948382577,-0.8258774948382773,1.651754989676535,72.6000
2018-04-13,-0.8191126279863403,1.3651877133105803,-1.7064846416382253,3.071672354948806,72.6500
2018-04-12,-5.422853453841191,-0.06455777921239142,-5.8747579083279495,5.939315687540341,73.2500
2018-04-11,-2.823086574654956,0.7528230865746478,-3.450439146800502,4.20326223337515,77.4500
2018-04-10,5.075807514831917,9.096901779828617,1.3843111404087165,10.481212920237333,79.7000
2018-04-09,-1.043705153294209,1.0437051532941908,-1.304631441617743,2.3483365949119337,75.8500
2018-04-06,0.7889546351084926,1.6436554898093358,-0.9204470742932319,2.564102564102568,76.6500
2018-04-05,-3.4285714285714324,2.0952380952381024,-4.698412698412701,6.793650793650803,76.0500
2018-04-04,1.5473887814313383,2.772404900064482,-1.16054158607349,3.932946486137972,78.7500
2018-04-03,-1.1472275334608102,-0.6373486297004461,-4.1427660930529,4.780114722753345,77.5500
2018-04-02,3.7012557832121575,4.3621943159286145,-1.4540647719762174,5.816259087904832,78.4500
2018-03-28,-6.834975369458124,-1.4162561576354749,-7.881773399014786,9.29802955665026,75.6500
2018-03-27,-2.6962252846015575,1.018573996405026,-3.8346315158777746,4.8532055122828,81.2000
2018-03-26,-1.7657445556209534,2.4131842260152996,-2.2954679223072425,4.7086521483225425,83.4500
2018-03-23,-2.468427095292757,-1.6073478760045827,-5.396096440872547,7.00344431687713,84.9500
2018-03-22,-6.8947087119187636,0.9086050240513186,-8.230892570817748,9.139497594869066,87.1000
2018-03-21,9.096209912536441,11.137026239067053,-0.3498542274052445,11.486880466472297,93.5500
2018-03-20,4.828850855745725,7.457212713936441,-1.4058679706601362,8.863080684596577,85.7500
2018-03-19,-5.324074074074084,1.736111111111111,-7.291666666666679,9.027777777777791,81.8000
2018-03-16,-0.632547441058076,3.737780333525014,-1.8976423231742443,5.635422656699259,86.4000
2018-03-15,-2.522421524663677,1.345291479820631,-3.2511210762331904,4.596412556053822,86.9500
2018-03-14,-1.1634349030470883,3.379501385041548,-1.8836565096952942,5.2631578947368425,89.2000
2018-03-13,3.855005753739924,5.523590333716912,-2.704257767548916,8.227848101265828,90.2500
2018-03-12,2.115158636897781,3.231492361927145,-6.345475910693292,9.576968272620437,86.9000
2018-03-09,-5.391884380211238,1.0005558643690844,-5.947748749305179,6.948304613674263,85.1000
2018-03-08,-6.593977154724813,0.0,-12.72066458982347,12.72066458982347,89.9500
2018-03-07,-3.988035892323031,-0.5982053838484489,-7.128614157527409,7.726819541375858,96.3000
2018-03-06,-6.6542577943229455,2.1405304792926914,-8.329455560725922,10.469986040018613,100.3000
2018-03-05,-8.514261387824607,-1.9157088122605364,-10.3448275862069,12.260536398467437,107.4500
2018-03-01,-1.9206680584551123,0.8768267223382022,-2.7139874739039667,3.590814196242169,117.4500
2018-02-28,0.12541806020067364,0.54347826086957,-1.3377926421404636,1.8812709030100336,119.7500
2018-02-27,1.6142735768903922,1.869158878504675,-0.637213254035684,2.506372132540359,119.6000
2018-02-26,1.116838487972506,1.5034364261168383,-0.1718213058419268,1.6752577319587652,117.7000
2018-02-23,1.7038007863695963,2.795980777632156,-0.13106159895151218,2.9270423765836684,116.4000
2018-02-22,0.08745080891998998,2.011368605159608,-1.3554875382597265,3.3668561434193345,114.4500
