Date,Close,DailyReturn
2019-01-18,904.45,0.5043378107741225
2019-01-17,899.9,0.22806295519958872
2019-01-16,897.85,-0.18916217947214908
2019-01-15,899.55,1.5742181059740166
2019-01-14,885.5,-0.8881951695130029
2019-01-11,893.4,-0.7082538041121751
2019-01-10,899.75,0.2893874800464379
2019-01-09,897.15,-0.7550976969347795
2019-01-08,903.95,-0.19892806471630853
2019-01-07,905.75,0.8147926350953216
2019-01-04,898.4,0.8439340294254484
2019-01-03,890.85,-1.0440897728853389
2019-01-02,900.2,-1.3461529551400533
2019-01-01,912.4,0.8806750006418224
2018-12-31,904.4,0.7881486099802736
2018-12-28,897.3,0.24548104271187016
2018-12-27,895.1,2.2940155074280613
2018-12-26,874.8,-0.3195620158407758
2018-12-24,877.6,-0.5681187874426306
2018-12-21,882.6,-0.5705424317359744
2018-12-20,887.65,-1.1703899524097454
2018-12-19,898.1,1.0859328656631615
2018-12-18,888.4,-1.0191028342161546
2018-12-17,897.5,2.9282517291969046
2018-12-14,871.6,-0.2463690477555209
2018-12-13,873.75,0.20622107325507363
2018-12-12,871.95,2.9799097180362963
2018-12-11,846.35,-0.7943788279542837
2018-12-10,853.1,-0.9217730513081744
2018-12-07,861.0,-1.4184634991956413
2018-12-06,873.3,0.7817030264026338
2018-12-05,866.5,1.2776015823412554
2018-12-04,855.5,0.6332103708934945
2018-12-03,850.1,2.1161036871263885
2018-11-30,832.3,1.7575144821507491
2018-11-29,817.8,-0.26865323277568687
2018-11-28,820.0,-1.007106734591963
2018-11-27,828.3,-1.4443064118357198
2018-11-26,840.35,-2.1193469994362726
2018-11-22,858.35,-0.046590181962085274
2018-11-21,858.75,-0.5458148494119988
2018-11-20,863.45,1.6994598286756952
2018-11-19,848.9,0.5196657496067275
2018-11-16,844.5,-1.2999800730124653
2018-11-15,855.55,1.5845764942032852
2018-11-14,842.1,-1.4851758136025814
2018-11-13,854.7,-0.4960182900482219
2018-11-12,858.95,1.6314915868217599
2018-11-06,841.4,-0.5511288358215082
2018-11-05,846.05,0.22482555914330482
2018-11-02,844.15,-0.19527211151855314
2018-11-01,845.8,1.0160213364074078
2018-10-31,837.25,2.008693166622816
2018-10-30,820.6,0.14023964982492865
2018-10-29,819.45,0.5936188295524123
2018-10-26,814.6,-1.0562726042161392
2018-10-25,823.25,1.0071808015611008
