Date,Close,DailyReturn
2018-12-24,235.1,-1.979428704739012
2018-12-21,239.8,-0.31227255520488767
2018-12-20,240.55,1.9308049973066215
2018-12-19,235.95,-0.16938390668488934
2018-12-18,236.35,-0.29573321088820287
2018-12-17,237.05,0.10551863382766795
2018-12-14,236.8,0.7204947463826961
2018-12-13,235.1,0.5117281955890386
2018-12-12,233.9,4.347086093682443
2018-12-11,223.95,2.8075196920696843
2018-12-10,217.75,-0.11474470564767983
2018-12-07,218.0,-1.6378892084039742
2018-12-06,221.6,-1.2333377548863556
2018-12-05,224.35,-3.5682892605418632
2018-12-04,232.5,1.2116115332358421
2018-12-03,229.7,-0.1305199228142867
2018-11-30,230.0,1.246871671778308
2018-11-29,227.15,-0.9638628837768632
2018-11-28,229.35,-0.9978390819476404
2018-11-27,231.65,1.2597907707026688
2018-11-26,228.75,2.277096287468671
2018-11-22,223.6,-0.5797117684325958
2018-11-21,224.9,-0.0666740773671756
2018-11-20,225.05,-1.5869850365122447
2018-11-19,228.65,1.0993954180212007
2018-11-16,226.15,0.04422821832379633
2018-11-15,226.05,2.826567717532789
2018-11-14,219.75,0.6849341845574768
2018-11-13,218.25,0.6435324438336357
2018-11-12,216.85,0.7173465911057795
2018-11-06,217.6,0.1149557546986459
2018-11-05,217.35,2.4215385786467056
2018-11-02,212.15,-0.9383132413046138
2018-11-01,214.15,2.458171516745561
2018-10-31,208.95,2.3239971128339523
2018-10-30,204.15,-0.3667037479269315
2018-10-29,204.9,1.1288463430271225
2018-10-26,202.6,-1.6399829067506704
2018-10-25,205.95,-2.51721309500167
2018-10-24,211.2,0.0947418356039811
2018-10-23,211.0,-0.3784299691239618
2018-10-22,211.8,4.6385126580935125
2018-10-19,202.2,-3.6420631321503207
2018-10-17,209.7,-2.9368961498835873
2018-10-16,215.95,-2.2210414996230203
2018-10-15,220.8,0.88707507660359
2018-10-12,218.85,8.93194781983217
2018-10-11,200.15,-0.324230237899156
2018-10-10,200.8,2.9566272388967945
2018-10-09,194.95,-2.557425111943045
2018-10-08,200.0,-2.347235618514216
2018-10-05,204.75,-4.044096955851059
2018-10-04,213.2,-0.5379500752296665
2018-10-03,214.35,-6.829283645661373
2018-10-01,229.5,2.4480216847290714
2018-09-28,223.95,-1.8142090504400483
2018-09-27,228.05,-4.919726017142172
2018-09-26,239.55,-1.9430127593760953
2018-09-25,244.25,2.4661906818195654
2018-09-24,238.3,-3.13945651174504
2018-09-21,245.9,0.9602688969595298
2018-09-19,243.55,0.9695795399521314
2018-09-18,241.2,-1.3997758400041627
2018-09-17,244.6,-0.59105440589153
2018-09-14,246.05,1.2884931303860516
2018-09-12,242.9,-1.349437774222623
2018-09-11,246.2,0.5294249792231073
2018-09-10,244.9,-0.4481571974240678
2018-09-07,246.0,0.5094254521743093
2018-09-06,244.75,-0.5297485901367507
2018-09-05,246.05,-0.26382562233237417
2018-09-04,246.7,-2.2049399995508203
2018-09-03,252.2,0.7961825498008442
2018-08-31,250.2,-1.1721600383107518
2018-08-30,253.15,-0.9435886798370442
2018-08-29,255.55,-0.09778039304537088
2018-08-28,255.8,1.0216198874721316
2018-08-27,253.2,3.701146497681923
2018-08-24,244.0,-0.16380020042383583
2018-08-23,244.4,0.32786914616982954
2018-08-21,243.6,1.488861249375056
2018-08-20,240.0,-2.0823348013565206
2018-08-17,245.05,-1.619140816373587
2018-08-16,249.05,-3.122783391894614
2018-08-14,256.95,0.01946093224007242
2018-08-13,256.9,-2.0420667213761563
2018-08-10,262.2,-0.8355536647931723
2018-08-09,264.4,1.1985304698510422
2018-08-08,261.25,-2.3641763057040426
2018-08-07,267.5,-0.2613404511516876
2018-08-06,268.2,1.2946986366062296
2018-08-03,264.75,0.5302038552117382
2018-08-02,263.35,3.30050222313901
2018-08-01,254.8,-3.072408605905222
2018-07-31,262.75,-1.9410766793502505
2018-07-30,267.9,-0.7437743473395916
2018-07-27,269.9,-0.018523664033705662
2018-07-26,269.95,-0.46197994019444916
