Date,Close,DailyReturn
2019-05-24,1544.15,4.507012258205713
2019-05-23,1476.1,1.0213897864912396
2019-05-22,1461.1,0.8246902626160182
2019-05-21,1449.1,-0.16203826958252074
2019-05-20,1451.45,6.368227317279193
2019-05-17,1361.9,1.834030029251317
2019-05-16,1337.15,0.8524432475107517
2019-05-15,1325.8,-1.1995945321496446
2019-05-14,1341.8,1.8162149201506415
2019-05-13,1317.65,-2.832054301143907
2019-05-10,1355.5,-0.07006029158786044
2019-05-09,1356.45,-0.28710267070874906
2019-05-08,1360.35,-0.4583883784991437
2019-05-07,1366.6,1.0223308251529604
2019-05-06,1352.7,-0.802566616859972
2019-05-03,1363.6,0.35631018283287924
2019-05-02,1358.75,0.7535218307939275
2019-04-30,1348.55,-0.7130352552211147
2019-04-26,1358.2,0.2248144385794109
2019-04-25,1355.15,-0.40503774351658156
2019-04-24,1360.65,0.9192157309724277
2019-04-23,1348.2,-0.8824618346457347
2019-04-22,1360.15,-0.04042854310170152
2019-04-18,1360.7,-1.5098204458059783
2019-04-16,1381.4,1.7894791502965288
2019-04-15,1356.9,-0.29435594143647753
2019-04-12,1360.9,-1.2486927007331883
2019-04-11,1378.0,0.46916854259048896
2019-04-10,1371.55,-0.2657687920940581
2019-04-09,1375.2,0.1127744448969677
2019-04-08,1373.65,-0.010919216011129187
2019-04-05,1373.8,0.37192385625605057
2019-04-04,1368.7,-0.6808072168364493
2019-04-03,1378.05,-2.2742927301706413
2019-04-02,1409.75,-0.17363883949550274
2019-04-01,1412.2,1.8221948322427957
2019-03-28,1386.7,1.4710687889147769
2019-03-27,1366.45,-0.46363138630269446
2019-03-26,1372.8,-0.28731994088930446
2019-03-25,1376.75,-1.295368922205793
2019-03-22,1394.7,1.7211879922794053
2019-03-20,1370.9,0.9491248852295507
2019-03-19,1357.95,-1.5309870258136424
2019-03-18,1378.9,-1.2683026537535902
2019-03-15,1396.5,1.2066783065620779
2019-03-14,1379.75,0.08338318680592577
2019-03-13,1378.6,-0.744357547062197
2019-03-12,1388.9,3.096630105136618
2019-03-11,1346.55,0.5324013394857325
2019-03-08,1339.4,-0.9659039357781127
2019-03-07,1352.4,2.6524369090450013
2019-03-06,1317.0,0.854054299074794
2019-03-05,1305.8,-0.2103774180397331
2019-03-01,1308.55,1.1993224669014892
2019-02-28,1292.95,0.6401201226351633
2019-02-27,1284.7,1.478139476547891
2019-02-26,1265.85,-0.7868789863601754
2019-02-25,1275.85,-0.3520854900756054
2019-02-22,1280.35,-0.2924605800785255
2019-02-21,1284.1,0.5896957318411704
2019-02-20,1276.55,1.4399522920894297
2019-02-19,1258.3,1.1027760790275585
2019-02-18,1244.5,0.1125583009977113
2019-02-15,1243.1,1.2547216052088555
2019-02-14,1227.6,-1.555932700632745
2019-02-12,1246.85,0.028074678829600033
2019-02-11,1246.5,-1.2160022256759215
2019-02-08,1261.75,-2.6821531194563155
2019-02-07,1296.05,-1.4059110308123446
2019-02-06,1314.4,0.7483807361062772
2019-02-05,1304.6,-0.21439518166336732
2019-02-04,1307.4,-1.3070094872249687
2019-02-01,1324.6,0.7806322562916559
2019-01-31,1314.3,1.5218309994051578
2019-01-30,1294.45,1.2750415691067143
2019-01-29,1278.05,-1.7374879595517743
2019-01-28,1300.45,1.160150682031261
2019-01-25,1285.45,-0.7672077309429333
2019-01-24,1295.35,-0.46980985982714274
2019-01-23,1301.45,0.02305386930982274
2019-01-22,1301.15,-1.024591293041654
2019-01-21,1314.55,-0.2545158926775586
2019-01-18,1317.9,-2.1134816967418963
2019-01-17,1346.05,0.29015718593953677
2019-01-16,1342.15,0.09317754722707243
2019-01-15,1340.9,0.523404813859794
2019-01-14,1333.9,-2.6411744240479194
2019-01-11,1369.6,-1.6653777120968742
2019-01-10,1392.6,0.4714528373211141
2019-01-09,1386.05,0.2781542477941082
