Date,Close,DailyReturn
2019-12-27,224.2,1.7775245821770684
2019-12-26,220.25,-2.4664927480805923
2019-12-24,225.75,-0.0885543560193801
2019-12-23,225.95,-1.7765573065906708
2019-12-20,230.0,3.0907537463076706
2019-12-19,223.0,-0.11204482964897178
2019-12-18,223.25,-2.58663697028414
2019-12-17,229.1,0.6788594996798752
2019-12-16,227.55,-0.1317523247240491
2019-12-13,227.85,4.488076514644042
2019-12-12,217.85,2.321906028928983
2019-12-11,212.85,1.0389703849135867
2019-12-10,210.65,-1.109417728439952
2019-12-09,213.0,2.2793009528556567
2019-12-06,208.2,-4.415935880091907
2019-12-05,217.6,-2.921072625036456
2019-12-04,224.05,3.151116434790586
2019-12-03,217.1,-4.216609311797671
2019-12-02,226.45,-0.3086422203189503
2019-11-29,227.15,-2.177312226051838
2019-11-28,232.15,2.1773122260518356
2019-11-27,227.15,1.9785017942090422
2019-11-26,222.7,-1.691937065976679
2019-11-25,226.5,2.3677675274909133
2019-11-22,221.2,-0.2934208176738814
2019-11-21,221.85,-0.2925623781376441
2019-11-20,222.5,0.6085897291959144
2019-11-19,221.15,4.7931387647128485
2019-11-18,210.8,2.69247033705929
2019-11-15,205.2,2.5167871706926688
2019-11-14,200.1,1.5867352172772804
2019-11-13,196.95,-3.2224594197544727
2019-11-11,203.4,1.0129796316996498
2019-11-08,201.35,-4.01562651494239
2019-11-07,209.6,-0.6183135037841822
2019-11-06,210.9,1.9631944850454928
2019-11-05,206.8,-0.5064523064372274
2019-11-04,207.85,0.36148972971078974
2019-11-01,207.1,1.7290093452550483
2019-10-31,203.55,1.734433964574383
2019-10-30,200.05,2.4286546583448834
2019-10-25,192.7,2.682253884819629
2019-10-24,187.6,-2.0836834574533802
2019-10-23,191.55,0.970499420568951
2019-10-22,189.7,0.4490827782502561
2019-10-18,188.85,1.2521810074595618
2019-10-17,186.5,3.4918986901959803
2019-10-16,180.1,-0.2772388800974688
2019-10-15,180.6,0.7782140442054949
2019-10-14,179.2,0.08374040963883324
2019-10-11,179.05,0.5319906148825824
2019-10-10,178.1,-3.394834077383
2019-10-09,184.25,2.667558144475024
2019-10-07,179.4,-0.3338901265514599
2019-10-04,180.0,-0.7747686790825938
2019-10-03,181.4,1.8359347385420282
2019-10-01,178.1,-2.3856887344615165
