Date,Close,DailyReturn
2018-12-24,1520.0,-1.5374623487165404
2018-12-21,1543.55,-2.340317782996582
2018-12-20,1580.1,1.1937304527866273
2018-12-19,1561.35,-0.07682704689804629
2018-12-18,1562.55,-0.16945092376899384
2018-12-17,1565.2,5.313770480022413
2018-12-14,1484.2,-0.17838815925299276
2018-12-13,1486.85,1.013967520603403
2018-12-12,1471.85,1.278649899372492
2018-12-11,1453.15,-0.610594652252451
2018-12-10,1462.05,-3.1044173665831685
2018-12-07,1508.15,0.6819606942486922
2018-12-06,1497.9,-0.0934205326184101
2018-12-05,1499.3,-2.2880370426344014
2018-12-04,1534.0,-0.7112844421421706
2018-12-03,1544.95,0.1489830564465919
2018-11-30,1542.65,0.022690805458870783
2018-11-29,1542.3,-0.6011847836243464
2018-11-28,1551.6,-0.8695009460812793
2018-11-27,1565.15,1.1179402627283272
2018-11-26,1547.75,-1.865863101219974
2018-11-22,1576.9,0.25398451649444964
2018-11-21,1572.9,2.305605433276022
2018-11-20,1537.05,-0.47381149197869854
2018-11-19,1544.35,-0.09708110269944942
2018-11-16,1545.85,-1.1800590306893008
2018-11-15,1564.2,0.038365624871131536
2018-11-14,1563.6,0.458326790678097
2018-11-13,1556.45,-0.8763569167819865
2018-11-12,1570.15,0.4116348330374175
2018-11-06,1591.7,-0.43568956346800036
2018-11-05,1598.65,1.103871575438927
2018-11-02,1581.1,-0.17062154602126833
2018-11-01,1583.8,-0.5729231524280595
2018-10-31,1592.9,-1.4459585054005077
2018-10-30,1616.1,-3.148955329828725
2018-10-29,1667.8,3.9909282096758836
2018-10-26,1602.55,-0.23061590874037352
2018-10-25,1606.25,0.07785130794136617
2018-10-24,1605.0,3.19054787679969
2018-10-23,1554.6,1.6669755229551153
2018-10-22,1528.9,-2.9325724731420997
2018-10-19,1574.4,-0.7971194228420017
2018-10-17,1587.0,-2.8205883005241645
2018-10-16,1632.4,0.16860567137059304
2018-10-15,1629.65,2.793860165366918
2018-10-12,1584.75,2.614736955801385
2018-10-11,1543.85,0.9730774039693808
2018-10-10,1528.9,0.4917559003367228
2018-10-09,1521.4,-2.6176023810478415
2018-10-08,1561.75,-1.8210007666237644
2018-10-05,1590.45,-0.8109379568934405
2018-10-04,1603.4,-1.2303937779744816
2018-10-03,1623.25,-1.510177881473442
2018-10-01,1647.95,-3.0772578082281257
2018-09-28,1699.45,-2.179724577435522
2018-09-27,1736.9,3.6378306049647438
2018-09-26,1674.85,-0.3159466115538626
2018-09-25,1680.15,0.15486794649046343
2018-09-24,1677.55,-3.1307108771399585
2018-09-21,1730.9,-5.50731887781769
2018-09-19,1828.9,1.512279705645322
2018-09-18,1801.45,-1.0848817947697065
2018-09-17,1821.1,1.4407837414138887
2018-09-14,1795.05,1.5183912490046325
2018-09-12,1768.0,-1.2478381239249836
2018-09-11,1790.2,-1.6591569820277687
2018-09-10,1820.15,-3.3894226245266514
2018-09-07,1882.9,-0.3207977617582297
2018-09-06,1888.95,2.6608870797818875
2018-09-05,1839.35,-1.0007656822776516
2018-09-04,1857.85,-3.727073838654439
2018-09-03,1928.4,-2.0123882389717416
2018-08-31,1967.6,-1.5407226544396835
2018-08-30,1998.15,2.434109917138642
2018-08-29,1950.1,2.5290196369264875
2018-08-28,1901.4,0.532603363052146
2018-08-27,1891.3,0.9642917632533746
2018-08-24,1873.15,-3.4834481726017543
2018-08-23,1939.55,-1.6414768235381367
2018-08-21,1971.65,1.5590174687484886
2018-08-20,1941.15,2.3059606203111547
2018-08-17,1896.9,3.2277714705162803
2018-08-16,1836.65,1.9379119677871883
2018-08-14,1801.4,1.220361701385499
2018-08-13,1779.55,-1.9972847516935073
2018-08-10,1815.45,0.049586777875571635
2018-08-09,1814.55,1.8746724678202369
2018-08-08,1780.85,2.3291875799769737
2018-08-07,1739.85,-0.9467357091567591
2018-08-06,1756.4,-2.10978883953637
2018-08-03,1793.85,-1.8037419152411065
2018-08-02,1826.5,0.5985575653026762
2018-08-01,1815.6,1.7614012825088454
2018-07-31,1783.9,-0.9651130670194716
2018-07-30,1801.2,4.583816318988159
2018-07-27,1720.5,0.5127917535916521
2018-07-26,1711.7,1.6344804551540688
