Date,Percent
2018-02-23#2018-04-02,-5.418250950570349
2018-04-02#2018-04-26,13.90284757118928
2018-04-27#2018-05-31,1.7804154302670623
2018-06-01#2018-06-28,-8.127208480565377
2018-06-29#2018-07-26,13.68589743589743
2018-07-27#2018-08-30,32.08616780045351
2018-08-31#2018-09-27,-6.184210526315788
2018-09-28#2018-10-25,-79.6229553645689
