Date,Percent
2019-04-01#2019-04-25,-0.13700336280981726
2019-04-26#2019-05-30,5.212500000000006
2019-05-31#2019-06-27,2.576112412177986
2019-06-28#2019-07-25,-6.894197952218432
2019-07-26#2019-08-29,-0.08531383302864662
2019-08-30#2019-09-26,7.995079950799508
2019-09-27#2019-10-31,5.672969966629588
2019-11-01#2019-11-28,9.193185470909683
