Date,Percent
2019-04-01#2019-04-25,14.472656250000004
2019-04-26#2019-05-30,-3.508771929824554
2019-05-31#2019-06-27,-0.2776331771646554
2019-06-28#2019-07-25,-6.465821000704729
2019-07-26#2019-08-29,-5.778032036613264
2019-08-30#2019-09-26,-4.358256697321074
2019-09-27#2019-10-31,6.992417860151639
2019-11-01#2019-11-28,-7.782475019215989
