Date,Close,SMA,Change
2018-06-04,174.9,182.3387,4.253116066323603
2018-06-01,181.7,182.3335,0.3486516235553099
2018-05-31,185.2,182.2897,-1.5714362850971806
2018-05-30,185.55,182.2707,-1.7673403395311271
2018-05-29,186.5,182.2707,-2.267721179624662
2018-05-28,186.95,182.3185,-2.47740037443166
2018-05-25,184.3,182.3593,-1.0530113944655566
2018-05-24,182.4,182.4137,0.007510964912280727
2018-05-23,184.0,182.4987,-0.8159239130434709
2018-05-22,184.7,182.5782,-1.1487818083378338
