Date,Close,SMA,Change
2018-06-14,936.95,916.809,2.149634452211972
2018-06-13,923.7,916.4617,0.783620223016141
2018-06-12,914.8,916.2432,-0.1577612592916536
2018-06-11,911.6,916.0485,-0.4879881526985484
2018-06-08,928.7,915.8607,1.3825024227414766
2018-06-07,921.35,915.5985,0.6242470288164192
2018-06-06,908.95,915.3487,-0.7039661147477817
2018-06-05,885.05,915.1265,-3.398282582904922
2018-06-04,900.7,915.0017,-1.587842788941932
2018-06-01,904.85,914.8597,-1.1062275515278723
