Date,Close,SMA,Change
2018-07-09,2330.05,2241.104,3.817342975472645
2018-07-06,2269.05,2240.6615,1.25111830942465
2018-07-05,2298.6499,2240.5265,2.528588629351514
2018-07-04,2317.25,2240.0892,3.3298435645700772
2018-07-03,2273.75,2239.7697,1.4944606926882977
2018-07-02,2240.3501,2239.4877,0.03849398359658071
2018-06-29,2235.05,2239.1147,-0.1818617033175948
2018-06-28,2295.75,2238.737,2.4834150059893245
2018-06-27,2293.8,2238.0707,2.4295622983695164
2018-06-26,2267.1499,2237.7265,1.2978144938717848
