Date,Close,SMA,Change
2018-05-25,515.05,508.4868,-1.2742840500922121
2018-05-24,495.45,508.4983,2.6336259965687727
2018-05-23,499.45,508.658,1.8436279907898743
2018-05-22,500.95,508.813,1.569617726319992
2018-05-21,498.2,508.982,2.1641910879165076
2018-05-18,508.5,509.1633,0.13044247787610472
2018-05-17,513.55,509.3118,-0.8252750462467042
2018-05-16,513.8,509.3855,-0.8591864538730976
2018-05-15,512.65,509.462,-0.6218667707012558
2018-05-14,515.45,509.52,-1.1504510621786912
