Date,Close,SMA,Change
2018-06-07,248.6,245.8127,1.121198712791628
2018-06-06,248.1,245.7212,0.9588069326884257
2018-06-05,242.05,245.6487,-1.4867589341045153
2018-06-04,241.6,245.5842,-1.6490894039735164
2018-06-01,238.5,245.4812,-2.927127882599581
2018-05-31,234.2,245.4787,-4.815841161400519
2018-05-30,238.1,245.505,-3.1100377992440156
2018-05-29,242.5,245.489,-1.2325773195876306
2018-05-28,241.65,245.4147,-1.5579143389199275
2018-05-25,245.5,245.3327,0.06814663951120634
