Date,Close,SMA,Change
2018-06-05,72.55,75.6163,-4.226464507236386
2018-06-04,73.1,75.6205,-3.4480164158686906
2018-06-01,74.0,75.6113,-2.177432432432432
2018-05-31,73.0,75.5995,-3.5609589041095977
2018-05-30,74.7,75.6055,-1.2121820615796566
2018-05-29,73.5,75.6143,-2.8765986394557825
2018-05-28,75.05,75.6308,-0.7738840772818074
2018-05-25,74.75,75.652,-1.2066889632107038
2018-05-24,74.45,75.674,-1.6440564137004752
2018-05-23,72.55,75.7098,-4.3553411440386
